evidence_layer,target_date,city,router_route,router_expression,router_ask,router_payoff,base_weight,patched_weight,patched_shares,patch_effect,forecast_source,row_forecast_model,city_source_bias_regime,city_source_bias,city_source_hot_underforecast_rate,unit_cost,unit_pnl,won,spread,top_ask_notional
historical_best_ask_diagnostic,2026-06-06,Denver,pullback_uncertain_current_high_yes,current_high_yes,0.8,0.0,0.1124999999999999,0.1124999999999999,0.703125,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,0.3357,0.3654,0.8,-0.8,0.0,,
historical_best_ask_diagnostic,2026-06-06,Wuhan,fresh_runway_current_no,current_bracket_no,0.57,1.0,0.3391488000000001,0.3391488000000001,2.9749894736842113,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,0.1514,0.2753,0.57,0.43000000000000005,1.0,,
historical_best_ask_diagnostic,2026-06-07,Istanbul,false_fade_reheat_current_no,current_bracket_no,0.43,0.0,0.325,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,cold_overforecast_noisy,-0.2309,0.236,0.43,-0.43,0.0,,
historical_best_ask_diagnostic,2026-06-07,Munich,capped_d2_no,d2_no,0.49,1.0,0.4104,0.3078,3.1408163265306124,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_noisy,0.6598,0.5197,0.49,0.51,1.0,,
historical_best_ask_diagnostic,2026-06-07,NYC,pullback_uncertain_current_high_yes,current_high_yes,0.679,1.0,0.1240499999999999,0.1240499999999999,0.9134756995581736,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,-0.2712,0.156,0.679,0.32099999999999995,1.0,,
historical_best_ask_diagnostic,2026-06-07,Wellington,capped_d2_no,d2_no,0.66,1.0,0.2420999999999999,0.157365,1.192159090909091,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,1.181,0.6096,0.66,0.33999999999999997,1.0,,
historical_best_ask_diagnostic,2026-06-08,Austin,capped_d2_no,d2_no,0.7,1.0,0.17415,0.1131975,0.8085535714285718,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,1.6201,0.6811,0.7,0.30000000000000004,1.0,,
historical_best_ask_diagnostic,2026-06-08,Busan,capped_d2_no,d2_no,0.63,1.0,0.212004,0.2226042,1.7667,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,-0.4813,0.1067,0.63,0.37,1.0,,
historical_best_ask_diagnostic,2026-06-08,Dallas,capped_d2_no,d2_no,0.53,1.0,0.3707999999999999,0.2410199999999999,2.27377358490566,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,3.8596,0.9213,0.53,0.47,1.0,,
historical_best_ask_diagnostic,2026-06-08,Guangzhou,capped_d2_no,d2_no,0.69,1.0,0.165672,0.124254,0.9003913043478264,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_noisy,0.5786,0.4242,0.69,0.31000000000000005,1.0,,
historical_best_ask_diagnostic,2026-06-08,Karachi,capped_d2_no,d2_no,0.56,1.0,0.313812,0.2039778,1.821230357142857,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056,0.56,0.43999999999999995,1.0,,
historical_best_ask_diagnostic,2026-06-08,Miami,fresh_runway_current_no,current_bracket_no,0.59,1.0,0.3720192000000001,0.3720192000000001,3.1527050847457634,below_min5_after_sizing,gfs_seamless,gfs,balanced_tight,0.1286,0.2239,0.59,0.41000000000000003,1.0,,
historical_best_ask_diagnostic,2026-06-08,TelAviv,false_fade_reheat_current_no,current_bracket_no,0.4,0.0,0.416,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,mild_or_mixed,0.4697,0.3287,0.4,-0.4,0.0,,
historical_best_ask_diagnostic,2026-06-09,CapeTown,fresh_runway_current_no,current_bracket_no,0.67,0.0,0.2483404799999999,0.2483404799999999,1.853287164179104,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,-0.6234,0.0758,0.67,-0.67,0.0,,
historical_best_ask_diagnostic,2026-06-09,Chengdu,capped_d2_no,d2_no,0.7,0.0,0.18225,0.1184625,0.8461607142857147,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,1.0728,0.5084,0.7,-0.7,0.0,,
historical_best_ask_diagnostic,2026-06-09,Guangzhou,capped_d2_no,d2_no,0.7,1.0,0.18225,0.1366875,0.9763392857142862,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_noisy,0.5786,0.4242,0.7,0.30000000000000004,1.0,,
historical_best_ask_diagnostic,2026-06-09,Karachi,capped_d2_no,d2_no,0.6,1.0,0.3015,0.195975,1.6331250000000004,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056,0.6,0.4,1.0,,
historical_best_ask_diagnostic,2026-06-09,SanFrancisco,fresh_runway_current_no,current_bracket_no,0.59,0.0,0.5203840000000001,0.5203840000000001,4.410033898305086,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_clean,-1.1492,0.1489,0.59,-0.59,0.0,,
historical_best_ask_diagnostic,2026-06-09,Shanghai,capped_d2_no,d2_no,0.47,1.0,0.38718,0.251667,2.6773085106382983,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9496,0.5075,0.47,0.53,1.0,,
historical_best_ask_diagnostic,2026-06-09,Singapore,fresh_runway_current_no,current_bracket_no,0.59,0.0,0.215904,0.215904,1.829694915254238,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.8289,0.4073,0.59,-0.59,0.0,,
historical_best_ask_diagnostic,2026-06-10,Guangzhou,capped_d2_no,d2_no,0.7,1.0,0.18225,0.1366875,0.9763392857142862,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_noisy,0.5786,0.4242,0.7,0.30000000000000004,1.0,,
historical_best_ask_diagnostic,2026-06-10,Istanbul,fresh_runway_current_no,current_bracket_no,0.68,1.0,0.3951999999999999,0.3951999999999999,2.905882352941176,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,-0.2309,0.236,0.68,0.31999999999999995,1.0,,
historical_best_ask_diagnostic,2026-06-10,NYC,fresh_runway_current_no,current_bracket_no,0.68,1.0,0.3951999999999999,0.3951999999999999,2.905882352941176,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,-0.2712,0.156,0.68,0.31999999999999995,1.0,,
historical_best_ask_diagnostic,2026-06-10,SaoPaulo,fresh_runway_current_no,current_bracket_no,0.68,1.0,0.252928,0.252928,1.8597647058823528,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,-0.0191,0.2163,0.68,0.31999999999999995,1.0,,
historical_best_ask_diagnostic,2026-06-11,Ankara,capped_d2_no,d2_no,0.41,0.0,0.45,0.2925,3.567073170731708,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.7653,0.441,0.41,-0.41,0.0,,
historical_best_ask_diagnostic,2026-06-11,Karachi,fresh_runway_current_no,current_bracket_no,0.7,1.0,0.2304,0.2304,1.6457142857142864,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056,0.7,0.30000000000000004,1.0,,
historical_best_ask_diagnostic,2026-06-11,SanFrancisco,fresh_runway_current_no,current_bracket_no,0.61,0.0,0.4147200000000001,0.4147200000000001,3.3993442622950827,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_clean,-1.1492,0.1489,0.61,-0.61,0.0,,
historical_best_ask_diagnostic,2026-06-11,TelAviv,pullback_uncertain_current_high_yes,current_high_yes,0.9,1.0,0.1124999999999999,0.1124999999999999,0.625,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,0.4697,0.3287,0.9,0.09999999999999998,1.0,,
historical_best_ask_diagnostic,2026-06-12,Amsterdam,false_fade_reheat_current_no,current_bracket_no,0.28,1.0,0.38272,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,balanced_tight,0.0349,0.1348,0.28,0.72,1.0,,
historical_best_ask_diagnostic,2026-06-12,Ankara,capped_d2_no,d2_no,0.61,0.0,0.2916,0.18954,1.5536065573770494,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.7653,0.441,0.61,-0.61,0.0,,
historical_best_ask_diagnostic,2026-06-12,Atlanta,false_fade_reheat_current_no,current_bracket_no,0.44,0.0,0.234,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,hot_underforecast_clean,1.1528,0.5618,0.44,-0.44,0.0,,
historical_best_ask_diagnostic,2026-06-12,CapeTown,fresh_runway_current_no,current_bracket_no,0.55,1.0,0.39936,0.39936,3.6305454545454543,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,-0.6234,0.0758,0.55,0.44999999999999996,1.0,,
historical_best_ask_diagnostic,2026-06-12,Houston,false_fade_reheat_current_no,current_bracket_no,0.42,0.0,0.234,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,cold_overforecast_clean,-0.7775,0.0815,0.42,-0.42,0.0,,
historical_best_ask_diagnostic,2026-06-12,Karachi,capped_d2_no,d2_no,0.55,0.0,0.32292,0.209898,1.9081636363636365,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056,0.55,-0.55,0.0,,
historical_best_ask_diagnostic,2026-06-12,LA,fresh_runway_current_no,current_bracket_no,0.62,0.0,0.20032,0.20032,1.615483870967742,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,-0.2704,0.1085,0.62,-0.62,0.0,,
historical_best_ask_diagnostic,2026-06-12,Miami,false_fade_reheat_current_no,current_bracket_no,0.7,1.0,0.1053,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,balanced_tight,0.1286,0.2239,0.7,0.30000000000000004,1.0,,
historical_best_ask_diagnostic,2026-06-12,SanFrancisco,false_fade_reheat_current_no,current_bracket_no,0.562,0.0,0.1126631999999999,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,cold_overforecast_clean,-1.1492,0.1489,0.562,-0.562,0.0,,
historical_best_ask_diagnostic,2026-06-12,Warsaw,fresh_runway_current_no,current_bracket_no,0.52,1.0,0.433152,0.433152,4.164923076923077,below_min5_after_sizing,gfs_seamless,gfs,balanced_tight,-0.0484,0.1818,0.52,0.48,1.0,,
historical_best_ask_diagnostic,2026-06-13,Beijing,fresh_runway_current_no,current_bracket_no,0.64,1.0,0.37248,0.37248,2.91,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,0.176,0.3596,0.64,0.36,1.0,,
historical_best_ask_diagnostic,2026-06-13,Chongqing,capped_d2_no,d2_no,0.66,1.0,0.21789,0.1416285,1.072943181818182,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,1.2798,0.5787,0.66,0.33999999999999997,1.0,,
historical_best_ask_diagnostic,2026-06-13,Helsinki,pullback_uncertain_current_high_yes,current_high_yes,0.893,1.0,0.0989999999999999,0.0989999999999999,0.5543113101903694,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,0.2863,0.2556,0.893,0.10699999999999998,1.0,,
historical_best_ask_diagnostic,2026-06-13,Houston,fresh_runway_current_no,current_bracket_no,0.65,1.0,0.301056,0.301056,2.3158153846153846,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_clean,-0.7775,0.0815,0.65,0.35,1.0,,
historical_best_ask_diagnostic,2026-06-13,Karachi,capped_d2_no,d2_no,0.6,0.0,0.2592900000000001,0.1685385,1.4044875000000006,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056,0.6,-0.6,0.0,,
historical_best_ask_diagnostic,2026-06-13,Miami,false_fade_reheat_current_no,current_bracket_no,0.57,1.0,0.21528,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,balanced_tight,0.1286,0.2239,0.57,0.43000000000000005,1.0,,
historical_best_ask_diagnostic,2026-06-14,Chengdu,fresh_runway_current_no,current_bracket_no,0.69,1.0,0.2718720000000001,0.2718720000000001,1.97008695652174,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,1.0728,0.5084,0.69,0.31000000000000005,1.0,,
historical_best_ask_diagnostic,2026-06-14,Dallas,capped_d2_no,d2_no,0.65,1.0,0.252,0.1638,1.2599999999999998,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,3.8596,0.9213,0.65,0.35,1.0,,
historical_best_ask_diagnostic,2026-06-14,Shanghai,fresh_runway_current_no,current_bracket_no,0.427,0.0,0.112,0.112,1.3114754098360657,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9496,0.5075,0.427,-0.427,0.0,,
historical_best_ask_diagnostic,2026-06-14,Singapore,capped_d2_no,d2_no,0.69,1.0,0.19116,0.124254,0.9003913043478263,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.8289,0.4073,0.69,0.31000000000000005,1.0,,
historical_best_ask_diagnostic,2026-06-14,Taipei,false_fade_reheat_current_no,current_bracket_no,0.12,1.0,0.12675,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,two_sided_noisy,-0.0708,0.3624,0.12,0.88,1.0,,
historical_best_ask_diagnostic,2026-06-15,Ankara,capped_d2_no,d2_no,0.31,1.0,0.45,0.2925,4.717741935483871,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.7653,0.441,0.31,0.69,1.0,,
historical_best_ask_diagnostic,2026-06-15,Austin,false_fade_reheat_current_no,current_bracket_no,0.39,1.0,0.572,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,hot_underforecast_clean,1.6201,0.6811,0.39,0.61,1.0,,
historical_best_ask_diagnostic,2026-06-15,CapeTown,fresh_runway_current_no,current_bracket_no,0.62,1.0,0.40064,0.40064,3.230967741935484,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,-0.6234,0.0758,0.62,0.38,1.0,,
historical_best_ask_diagnostic,2026-06-15,Helsinki,fresh_runway_current_no,current_bracket_no,0.38,1.0,0.088,0.088,1.157894736842105,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,0.2863,0.2556,0.38,0.62,1.0,,
historical_best_ask_diagnostic,2026-06-15,Karachi,capped_d2_no,d2_no,0.6,1.0,0.27738,0.180297,1.5024750000000004,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056,0.6,0.4,1.0,,
historical_best_ask_diagnostic,2026-06-15,Munich,capped_d2_no,d2_no,0.49,0.0,0.4104,0.3078,3.1408163265306124,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_noisy,0.6598,0.5197,0.49,-0.49,0.0,,
historical_best_ask_diagnostic,2026-06-15,NYC,fresh_runway_current_no,current_bracket_no,0.607,0.0,0.3854284800000001,0.3854284800000001,3.174863920922571,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,-0.2712,0.156,0.607,-0.607,0.0,,
historical_best_ask_diagnostic,2026-06-15,SanFrancisco,fresh_runway_current_no,current_bracket_no,0.65,0.0,0.4479999999999999,0.4479999999999999,3.446153846153846,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_clean,-1.1492,0.1489,0.65,-0.65,0.0,,
historical_best_ask_diagnostic,2026-06-15,TelAviv,fresh_runway_current_no,current_bracket_no,0.63,0.0,0.19328,0.19328,1.533968253968254,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,0.4697,0.3287,0.63,-0.63,0.0,,
historical_best_ask_diagnostic,2026-06-15,Tokyo,fresh_runway_current_no,current_bracket_no,0.46,1.0,0.152568,0.152568,1.6583478260869566,below_min5_after_sizing,gfs_seamless,gfs,balanced_tight,-0.0899,0.1384,0.46,0.54,1.0,,
historical_best_ask_diagnostic,2026-06-16,Austin,capped_d2_no,d2_no,0.639,0.0,0.2628899999999999,0.1708785,1.3370774647887322,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,1.6201,0.6811,0.639,-0.639,0.0,,
historical_best_ask_diagnostic,2026-06-16,Guangzhou,capped_d2_no,d2_no,0.69,0.0,0.165672,0.124254,0.9003913043478264,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_noisy,0.5786,0.4242,0.69,-0.69,0.0,,
historical_best_ask_diagnostic,2026-06-17,Busan,fresh_runway_current_no,current_bracket_no,0.579,1.0,0.3300249600000001,0.3300249600000001,2.8499564766839387,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,-0.4813,0.1067,0.579,0.42100000000000004,1.0,,
historical_best_ask_diagnostic,2026-06-17,Chengdu,false_fade_reheat_current_no,current_bracket_no,0.38,0.0,0.273,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,hot_underforecast_clean,1.0728,0.5084,0.38,-0.38,0.0,,
historical_best_ask_diagnostic,2026-06-17,Dallas,capped_d2_no,d2_no,0.61,1.0,0.2916,0.18954,1.5536065573770494,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,3.8596,0.9213,0.61,0.39,1.0,,
historical_best_ask_diagnostic,2026-06-17,Helsinki,capped_d2_no,d2_no,0.685,1.0,0.1912679999999999,0.1721411999999999,1.2565051094890507,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,0.2863,0.2556,0.685,0.31499999999999995,1.0,,
historical_best_ask_diagnostic,2026-06-17,Istanbul,fresh_runway_current_no,current_bracket_no,0.68,0.0,0.1359488,0.1359488,0.9996235294117648,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,-0.2309,0.236,0.68,-0.68,0.0,,
historical_best_ask_diagnostic,2026-06-17,Karachi,capped_d2_no,d2_no,0.53,0.0,0.341136,0.2217384,2.0918716981132075,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056,0.53,-0.53,0.0,,
historical_best_ask_diagnostic,2026-06-17,TelAviv,fresh_runway_current_no,current_bracket_no,0.67,1.0,0.264192,0.264192,1.9715820895522385,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,0.4697,0.3287,0.67,0.32999999999999996,1.0,,
historical_best_ask_diagnostic,2026-06-17,Wuhan,fresh_runway_current_no,current_bracket_no,0.62,0.0,0.45072,0.45072,3.6348387096774193,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,0.1514,0.2753,0.62,-0.62,0.0,,
historical_best_ask_diagnostic,2026-06-18,Helsinki,false_fade_reheat_current_no,current_bracket_no,0.69,1.0,0.24544,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,mild_or_mixed,0.2863,0.2556,0.69,0.31000000000000005,1.0,,
historical_best_ask_diagnostic,2026-06-18,Karachi,capped_d2_no,d2_no,0.7,1.0,0.17415,0.1131975,0.8085535714285718,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056,0.7,0.30000000000000004,1.0,,
historical_best_ask_diagnostic,2026-06-18,Manila,capped_d2_no,d2_no,0.67,0.0,0.2089799999999999,0.1358369999999999,1.0137089552238805,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,1.2891,0.6404,0.67,-0.67,0.0,,
historical_best_ask_diagnostic,2026-06-18,Taipei,capped_d2_no,d2_no,0.65,1.0,0.2268,0.1587599999999999,1.2212307692307691,below_min5_after_sizing,gfs_seamless,gfs,two_sided_noisy,-0.0708,0.3624,0.65,0.35,1.0,,
historical_best_ask_diagnostic,2026-06-19,Beijing,false_fade_reheat_current_no,current_bracket_no,0.4,1.0,0.286,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,cold_overforecast_noisy,0.176,0.3596,0.4,0.6,1.0,,
historical_best_ask_diagnostic,2026-06-19,BuenosAires,capped_d2_no,d2_no,0.56,0.0,0.3410999999999999,0.2558249999999999,2.2841517857142852,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_noisy,0.6053,0.4747,0.56,-0.56,0.0,,
historical_best_ask_diagnostic,2026-06-19,Busan,pullback_uncertain_current_high_yes,current_high_yes,0.76,1.0,0.08775,0.08775,0.5773026315789473,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,-0.4813,0.1067,0.76,0.24,1.0,,
historical_best_ask_diagnostic,2026-06-19,Helsinki,capped_d2_no,d2_no,0.51,1.0,0.3906,0.35154,3.446470588235294,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,0.2863,0.2556,0.51,0.49,1.0,,
historical_best_ask_diagnostic,2026-06-19,Karachi,capped_d2_no,d2_no,0.62,0.0,0.242262,0.1574703,1.269921774193549,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056,0.62,-0.62,0.0,,
historical_best_ask_diagnostic,2026-06-19,NYC,false_fade_reheat_current_no,current_bracket_no,0.65,1.0,0.364,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,cold_overforecast_noisy,-0.2712,0.156,0.65,0.35,1.0,,
historical_best_ask_diagnostic,2026-06-19,Taipei,capped_d2_no,d2_no,0.669,0.0,0.1958796,0.1371157199999999,1.0247811659192825,below_min5_after_sizing,gfs_seamless,gfs,two_sided_noisy,-0.0708,0.3624,0.669,-0.669,0.0,,
historical_best_ask_diagnostic,2026-06-19,TelAviv,fresh_runway_current_no,current_bracket_no,0.34,0.0,0.32,0.32,4.705882352941177,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,0.4697,0.3287,0.34,-0.34,0.0,,
historical_best_ask_diagnostic,2026-06-19,Wuhan,fresh_runway_current_no,current_bracket_no,0.62,1.0,0.3124992,0.3124992,2.5201548387096775,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,0.1514,0.2753,0.62,0.38,1.0,,
historical_best_ask_diagnostic,2026-06-20,Beijing,capped_d2_no,d2_no,0.64,1.0,0.2618999999999999,0.170235,1.3299609375,below_min5_after_sizing,open_meteo_live_ecmwf,ecmwf,hot_underforecast_clean,1.2279,0.5815,0.64,0.36,1.0,,
historical_best_ask_diagnostic,2026-06-20,Jeddah,false_fade_reheat_current_no,current_bracket_no,0.17,0.0,0.26,0.0,0.0,shadow_only_tail_or_false_fade,open_meteo_live_ecmwf,ecmwf,cold_overforecast_clean,-0.97,0.0393,0.17,-0.17,0.0,,
historical_best_ask_diagnostic,2026-06-20,Karachi,fresh_runway_current_no,current_bracket_no,0.639,0.0,0.17572736,0.17572736,1.3750184663536775,below_min5_after_sizing,open_meteo_live_gfs,gfs,hot_underforecast_clean,0.9132,0.5056,0.639,-0.639,0.0,,
historical_best_ask_diagnostic,2026-06-20,Manila,capped_d2_no,d2_no,0.679,0.0,0.2009609999999999,0.1306246499999999,0.9618899116347568,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,1.2891,0.6404,0.679,-0.679,0.0,,
historical_best_ask_diagnostic,2026-06-20,Munich,capped_d2_no,d2_no,0.63,1.0,0.2718,0.2038499999999999,1.6178571428571429,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_noisy,0.6598,0.5197,0.63,0.37,1.0,,
historical_best_ask_diagnostic,2026-06-20,Shanghai,false_fade_reheat_current_no,current_bracket_no,0.612,1.0,0.26104416,0.0,0.0,shadow_only_tail_or_false_fade,open_meteo_live_gfs,gfs,hot_underforecast_clean,0.9496,0.5075,0.612,0.388,1.0,,
historical_best_ask_diagnostic,2026-06-20,Singapore,cheap_stale_tail_current_no,current_bracket_no,0.49,1.0,0.213408,0.0,0.0,shadow_only_tail_or_false_fade,open_meteo_live_gfs,gfs,hot_underforecast_clean,0.8289,0.4073,0.49,0.51,1.0,,
historical_best_ask_diagnostic,2026-06-21,Beijing,capped_d2_no,d2_no,0.29,0.0,0.45,0.2925,5.043103448275863,city_source_bias_resized,open_meteo_live_ecmwf,ecmwf,hot_underforecast_clean,1.2279,0.5815,0.29,-0.29,0.0,,
historical_best_ask_diagnostic,2026-06-21,BuenosAires,capped_d2_no,d2_no,0.69,1.0,0.2124,0.13806,1.000434782608696,below_min5_after_sizing,open_meteo_live_ecmwf,ecmwf,hot_underforecast_clean,0.9777,0.4803,0.69,0.31000000000000005,1.0,,
historical_best_ask_diagnostic,2026-06-21,CapeTown,fresh_runway_current_no,current_bracket_no,0.59,0.0,0.4428800000000001,0.4428800000000001,3.753220338983051,below_min5_after_sizing,open_meteo_live_ecmwf,ecmwf,mild_or_mixed,0.4615,0.3202,0.59,-0.59,0.0,,
historical_best_ask_diagnostic,2026-06-21,Denver,fresh_runway_current_no,current_bracket_no,0.65,0.0,0.3584,0.3584,2.756923076923077,below_min5_after_sizing,open_meteo_live_gfs,gfs,mild_or_mixed,0.3357,0.3654,0.65,-0.65,0.0,,
historical_best_ask_diagnostic,2026-06-21,Jeddah,pullback_uncertain_current_high_yes,current_high_yes,0.57,1.0,0.184,0.184,1.6140350877192986,below_min5_after_sizing,open_meteo_live_ecmwf,ecmwf,cold_overforecast_clean,-0.97,0.0393,0.57,0.43000000000000005,1.0,,
historical_best_ask_diagnostic,2026-06-21,Manila,capped_d2_no,d2_no,0.691,1.0,0.190269,0.12367485,0.8948976121562955,below_min5_after_sizing,open_meteo_live_gfs,gfs,hot_underforecast_clean,1.2891,0.6404,0.691,0.30900000000000005,1.0,,
historical_best_ask_diagnostic,2026-06-21,Singapore,capped_d2_no,d2_no,0.51,0.0,0.328104,0.2132676,2.0908588235294117,below_min5_after_sizing,open_meteo_live_gfs,gfs,hot_underforecast_clean,0.8289,0.4073,0.51,-0.51,0.0,,
historical_best_ask_diagnostic,2026-06-21,TelAviv,fresh_runway_current_no,current_bracket_no,0.69,0.0,0.3020800000000001,0.3020800000000001,2.188985507246378,below_min5_after_sizing,open_meteo_live_gfs,gfs,mild_or_mixed,0.4697,0.3287,0.69,-0.69,0.0,,
historical_best_ask_diagnostic,2026-06-22,NYC,false_fade_reheat_current_no,current_bracket_no,0.638,0.0,0.06708416,0.0,0.0,shadow_only_tail_or_false_fade,open_meteo_live_gfs,gfs,cold_overforecast_noisy,-0.2712,0.156,0.638,-0.638,0.0,,
historical_best_ask_diagnostic,2026-06-22,Shanghai,cheap_stale_tail_current_no,current_bracket_no,0.22,0.0,0.0525,0.0,0.0,shadow_only_tail_or_false_fade,open_meteo_live_gfs,gfs,hot_underforecast_clean,0.9496,0.5075,0.22,-0.22,0.0,,
historical_best_ask_diagnostic,2026-06-22,Tokyo,capped_d2_no,d2_no,0.67,0.0,0.2089799999999999,0.2089799999999999,1.55955223880597,below_min5_after_sizing,open_meteo_live_gfs,gfs,balanced_tight,-0.0899,0.1384,0.67,-0.67,0.0,,
historical_best_ask_diagnostic,2026-06-23,Chongqing,fresh_runway_current_no,current_bracket_no,0.53,0.0,0.5141760000000001,0.5141760000000001,4.850716981132075,below_min5_after_sizing,open_meteo_live_ecmwf,ecmwf,hot_underforecast_clean,0.7998,0.4073,0.53,-0.53,0.0,,
historical_best_ask_diagnostic,2026-06-23,Jeddah,false_fade_reheat_current_no,current_bracket_no,0.661,0.0,0.1741349999999999,0.0,0.0,shadow_only_tail_or_false_fade,open_meteo_live_ecmwf,ecmwf,cold_overforecast_clean,-0.97,0.0393,0.661,-0.661,0.0,,
historical_best_ask_diagnostic,2026-06-23,Karachi,fresh_runway_current_no,current_bracket_no,0.67,0.0,0.2483404799999999,0.2483404799999999,1.853287164179104,below_min5_after_sizing,open_meteo_live_ecmwf,ecmwf,cold_overforecast_noisy,-0.115,0.2556,0.67,-0.67,0.0,,
historical_best_ask_diagnostic,2026-06-23,NYC,cheap_stale_tail_current_no,current_bracket_no,0.21,1.0,0.2639999999999999,0.0,0.0,shadow_only_tail_or_false_fade,open_meteo_live_gfs,gfs,cold_overforecast_noisy,-0.2712,0.156,0.21,0.79,1.0,,
